number_of_time_periods,lower_bounds,upper_bounds,optimal_solution,time_used,number_of_benders_iterations,commitment_schedule,turning_on_schedule,turning_off_schedule
7,"[230.0, 268.8, 299.1, 313.1, 320.1, 329.6, 335.3, 343.3, 347.3, 363.3, 368.3, 368.3]","[431.0, 431.0, 431.0, 431.0, 431.0, 431.0, 431.0, 431.0, 431.0, 368.8, 368.8, 368.8]",368.8,1.042917013168335,12,"{(1, 1): 1.0, (1, 2): 1.0, (1, 3): 1.0, (1, 4): 1.0, (1, 5): 1.0, (1, 6): 1.0, (1, 7): 1.0, (2, 1): 0.0, (2, 2): 1.0, (2, 3): 1.0, (2, 4): 1.0, (2, 5): 1.0, (2, 6): 1.0, (2, 7): -0.0, (3, 1): -0.0, (3, 2): 1.0, (3, 3): -0.0, (3, 4): -0.0, (3, 5): -0.0, (3, 6): 0.0, (3, 7): -0.0}","{(1, 1): 1.0, (1, 2): 0.0, (1, 3): 0.0, (1, 4): 0.0, (1, 5): 0.0, (1, 6): 0.0, (1, 7): 0.0, (2, 1): 0.0, (2, 2): 1.0, (2, 3): 0.0, (2, 4): -0.0, (2, 5): 0.0, (2, 6): 0.0, (2, 7): -0.0, (3, 1): 0.0, (3, 2): 1.0, (3, 3): -0.0, (3, 4): -0.0, (3, 5): -0.0, (3, 6): -0.0, (3, 7): -0.0}","{(1, 1): 0.0, (1, 2): 0.0, (1, 3): 0.0, (1, 4): 0.0, (1, 5): 0.0, (1, 6): 0.0, (1, 7): 0.0, (2, 1): 0.0, (2, 2): 0.0, (2, 3): 0.0, (2, 4): -0.0, (2, 5): 0.0, (2, 6): 0.0, (2, 7): 1.0, (3, 1): 1.0, (3, 2): -0.0, (3, 3): 1.0, (3, 4): -0.0, (3, 5): -0.0, (3, 6): -0.0, (3, 7): -0.0}"
