number_of_time_periods,lower_bounds,upper_bounds,best_solution,time_used,number_of_benders_iterations,number_of_runs,commitment_schedule,turning_on_schedule,turning_off_schedule,termination_reason
5,"[-inf, 191.0, 219.64, 221.9127272727273, 238.765, 241.9792857142857, 242.19357142857146, 242.46142857142854, 242.515, 242.515, 242.6575, 245.0857142857143, 247.43892857142856]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 322.8, 293.5]",293.5,41.51856708526611,13,5000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Known Optimal Solution Found for 5-Period Case
5,"[-inf, 191.0, 219.64, 224.8757142857143, 228.30428571428575, 244.76428571428576, 244.76428571428576, 245.03214285714284, 245.03214285714284, 245.03214285714284, 247.4432142857143, 247.4432142857143, 247.4432142857143, 255.06621052631579, 255.06621052631579, 256.8240842945874, 256.8240842945874, 256.8469396628217, 256.8469396628217, 256.8469396628217, 256.8469396628217, 256.8469396628217, 256.8469396628217, 256.8469396628217, 256.8469396628217, 256.8469396628217, 256.8469396628217, 256.8469396628217, 256.8469396628217]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 314.0, 306.0, 306.0, 306.0, 306.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0]",294.0,198.30251240730286,29,5000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Stagnation Limit Reached
5,"[-inf, 191.0, 214.0, 230.625, 237.05357142857147, 237.05357142857147, 237.05357142857147, 244.76428571428576, 244.76428571428576, 245.03214285714284, 245.03214285714284, 253.21496240601502, 255.06621052631579, 255.06621052631579, 255.0734736842105, 255.0734736842105, 255.0734736842105, 255.0734736842105, 255.0734736842105, 255.0734736842105, 255.0734736842105, 257.02489950738914, 257.02489950738914, 257.02489950738914, 257.02489950738914, 257.02489950738914, 257.02489950738914]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 320.05, 314.0, 314.0, 314.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0]",306.0,155.0693175792694,27,5000,"{1: {1: 0, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 0, 2: 1, 3: 0}, 2: {1: 1, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Stagnation Limit Reached
5,"[-inf, 191.0, 218.125, 238.765, 239.14, 242.3542857142857, 244.925, 244.925, 244.925, 244.925, 252.9335087719298, 253.37285714285713, 253.37285714285713, 253.37285714285713, 253.37285714285713, 256.72449689441, 256.72449689441, 256.72449689441, 256.72636024844724, 256.72636024844724, 256.72636024844724, 256.8456462585034, 256.8456462585034, 256.8456462585034, 256.8456462585034, 256.8456462585034, 256.8456462585034, 256.8456462585034]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 324.0, 324.0, 324.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0]",294.0,240.96303272247314,28,5000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Stagnation Limit Reached
5,"[-inf, 191.0, 214.0, 224.8757142857143, 241.3357142857143, 241.3357142857143, 244.65714285714284, 258.42857142857144, 258.42857142857144, 258.42857142857144, 258.42857142857144, 258.94642857142856, 258.94642857142856, 258.94642857142856, 258.94642857142856, 258.94642857142856, 258.94642857142856, 258.94642857142856, 258.94642857142856, 258.94642857142856, 258.94642857142856, 258.94642857142856, 258.94642857142856, 258.94642857142856]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 309.8, 309.8, 309.8, 309.8, 309.8, 309.8, 309.8, 309.8, 309.8, 309.8, 309.8, 309.8, 309.8, 309.8, 309.8, 309.8, 309.8, 309.8]",309.8,132.9221065044403,24,5000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}, 4: {1: 1, 2: 0, 3: 0}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 1, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}, 4: {1: 0, 2: 0, 3: 1}, 5: {1: 0, 2: 0, 3: 0}}",Stagnation Limit Reached
5,"[-inf, 191.0, 219.64, 238.765, 241.05, 241.05, 244.37142857142857, 244.47857142857146, 244.47857142857146]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 293.5]",293.5,24.30895209312439,9,5000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Known Optimal Solution Found for 5-Period Case
5,"[-inf, 191.0, 207.36363636363637, 223.71142857142854, 242.83642857142854, 242.83642857142854, 243.21142857142854, 243.21142857142854, 243.21142857142854, 243.21142857142854, 244.65714285714287, 244.65714285714287, 245.37653061224492, 245.5219387755102, 245.5219387755102, 245.57551020408164, 245.57551020408164]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 324.5, 324.5, 324.5, 324.5]",324.5,172.2695927619934,17,5000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 0, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 1, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 1, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master Problem DADK Failed
5,"[-inf, 191.0, 218.125, 238.65166666666667, 241.86595238095236, 241.86595238095236, 242.18345238095236, 244.75488095238094, 245.69404761904764, 255.6154761904762, 255.63928571428573, 256.2130158730159, 256.2130158730159, 256.4772151898734, 256.4772151898734, 256.4772151898734, 256.4772151898734, 256.4772151898734, 256.4772151898734, 257.0441038154392, 257.0441038154392, 257.0441038154392, 257.0441038154392, 257.0441038154392, 257.0441038154392, 257.0441038154392, 257.14250665483587]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 320.3, 320.3, 320.3, 320.3, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8]",310.8,144.17703652381897,27,5000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 0, 3: 0}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 1, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 1, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Stagnation Limit Reached
5,"[-inf, 191.0, 219.64, 224.8757142857143, 241.3357142857143, 241.3357142857143, 244.65714285714284, 257.92857142857144, 258.2329192546584, 258.2329192546584, 258.5931677018634, 258.5931677018634, 258.5931677018634, 258.5931677018634, 258.5931677018634, 258.5931677018634, 258.5931677018634, 258.5931677018634, 258.5931677018634, 258.5931677018634, 258.5931677018634, 258.5931677018634, 258.5931677018634, 258.5931677018634, 258.5931677018634]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 313.3, 301.5, 301.5, 301.5, 301.5, 301.5, 301.5, 301.5, 301.5, 301.5, 301.5, 301.5, 301.5, 301.5, 301.5, 301.5, 301.5, 301.5, 301.5]",301.5,160.7302541732788,25,5000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 1}, 5: {1: 0, 2: 0, 3: 0}}",Stagnation Limit Reached
5,"[-inf, 191.0, 219.64, 238.765, 242.08642857142857, 242.08642857142857, 244.65714285714284, 244.65714285714284, 244.65714285714284, 244.65714285714284, 247.0064285714286, 247.32892857142855, 247.32892857142855, 247.32892857142855, 247.32892857142855, 247.32892857142855, 247.32892857142855, 255.06621052631579, 255.06621052631579, 255.06621052631579, 256.7617950310559, 256.7617950310559, 256.7617950310559]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0]",306.0,107.58966255187988,23,5000,"{1: {1: 0, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 0, 2: 1, 3: 0}, 2: {1: 1, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Stagnation Limit Reached
5,"[-inf, 191.0, 219.64, 238.765, 242.19357142857146, 242.46142857142854, 245.03214285714284, 245.03214285714284, 245.0857142857143, 245.0857142857143, 245.0857142857143, 247.3389285714286, 247.3389285714286, 247.3389285714286, 247.43892857142856, 247.43892857142856, 247.43892857142856, 247.43892857142856, 255.1461052631579, 255.1461052631579, 255.1461052631579, 255.1461052631579, 255.1461052631579, 255.1461052631579, 255.1461052631579, 255.1461052631579, 255.1461052631579, 256.8403664596273, 256.8403664596273, 256.8403664596273]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 322.8, 322.8, 322.8, 322.8, 320.05, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 294.0, 294.0, 294.0, 294.0]",294.0,311.59811305999756,30,5000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Max Iterations Reached
6,"[-inf, 231.0, 254.0, 268.14285714285717, 279.0185714285715, 289.78571428571433, 293.10714285714283, 293.10714285714283, 293.10714285714283, 293.375, 293.375, 301.53000000000003, 304.21716816647915, 304.55168768859653, 305.1799073670218, 305.1799073670218, 305.1799073670218, 305.1799073670218, 305.1799073670218, 305.1799073670218, 305.1799073670218, 305.1799073670218, 305.1799073670218, 305.1799073670218, 305.1799073670218]","[392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 387.05, 367.05, 367.05, 367.05, 367.05, 367.05, 367.05, 367.05, 367.05, 367.05, 367.05, 367.05, 367.05, 367.05, 367.05]",367.05,122.18013787269592,25,2000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}, 6: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}, 6: {1: 0, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}, 6: {1: 0, 2: 1, 3: 0}}",Master Problem DADK Failed
6,"[-inf, 231.0, 259.64, 264.8757142857143, 279.0185714285715, 289.78571428571433, 293.10714285714283, 293.375, 293.375, 293.375, 293.375, 293.375, 293.375, 293.375, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143, 295.9671428571429, 295.9671428571429]","[392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 386.5, 379.5, 379.5, 379.5, 367.05, 367.05, 367.05]",367.05,129.22989678382874,22,2000,"{1: {1: 0, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}, 6: {1: 1, 2: 0, 3: 1}}","{1: {1: 0, 2: 1, 3: 0}, 2: {1: 1, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}, 6: {1: 0, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}, 6: {1: 0, 2: 1, 3: 0}}",Master Problem DADK Failed
6,"[-inf, 231.0, 259.64, 272.14, 282.8507142857143, 286.17214285714283, 293.10714285714283, 305.4511904761905, 305.66785714285714, 305.66785714285714, 305.66785714285714, 305.7239202657807, 305.7239202657807, 306.0390178571428, 306.0390178571428, 306.96063666492233, 306.9606366649224, 306.9606366649224, 306.9606366649224, 306.9606366649224, 306.9606366649224, 306.9606366649224, 306.9606366649224, 306.9606366649224, 306.9606366649224]","[392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 374.1, 374.1, 374.1, 374.1, 374.1, 374.1, 367.05, 367.05, 364.8, 364.8, 364.8, 364.8, 364.8, 364.8, 364.8, 364.8, 364.8, 364.8, 364.8]",364.8,146.93423461914062,25,2000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}, 4: {1: 1, 2: 0, 3: 0}, 5: {1: 1, 2: 1, 3: 1}, 6: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 1, 3: 1}, 6: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}, 4: {1: 0, 2: 0, 3: 1}, 5: {1: 0, 2: 0, 3: 0}, 6: {1: 0, 2: 0, 3: 1}}",Master Problem DADK Failed
6,"[-inf, 231.0, 254.0, 260.42857142857144, 274.5714285714286, 282.23285714285714, 293.0, 293.0, 293.10714285714283, 293.2142857142858, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143]","[392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0]",392.0,125.98141932487488,19,2000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}, 6: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}, 6: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}, 6: {1: 0, 2: 0, 3: 0}}",Master Problem DADK Failed
6,"[-inf, 231.0, 255.64285714285717, 276.28285714285715, 287.21500000000003, 290.5364285714286, 293.10714285714283, 306.3928571428571, 306.9107142857143, 306.9107142857143, 306.9107142857143, 306.9183673469388, 306.9183673469388, 306.9183673469388, 306.9183673469388, 306.9183673469388, 306.9183673469388, 306.9183673469388, 306.9183673469388, 306.9183673469388, 306.9183673469388, 306.9183673469388, 306.9183673469388]","[392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 364.1, 364.1, 364.1, 364.1, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 360.0, 355.05, 355.05, 355.05, 355.05]",355.05,129.8474199771881,23,2000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}, 6: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}, 6: {1: 0, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}, 6: {1: 0, 2: 1, 3: 0}}",Master Problem DADK Failed
6,"[-inf, 231.0, 259.64, 266.575, 287.21500000000003, 290.5364285714286, 293.10714285714283, 293.10714285714283, 293.10714285714283, 293.10714285714283, 293.10714285714283, 293.2142857142858, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143]","[392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 391.5, 379.5]",379.5,104.68436813354492,19,2000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 0, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 1}, 6: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 1, 2: 0, 3: 1}, 6: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 1, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}, 6: {1: 0, 2: 0, 3: 1}}",Master Problem DADK Failed
6,"[-inf, 231.0, 259.64, 280.28, 287.21500000000003, 287.21500000000003, 290.6435714285715, 299.0541836734694, 300.57605751391463, 300.57605751391463, 300.57605751391463, 300.57605751391463, 301.08589053803337, 301.08589053803337, 301.08589053803337, 302.66786001378057, 302.66786001378057, 302.66786001378057, 302.66786001378057, 302.66786001378057]","[392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 372.35, 372.35, 372.35, 372.35, 372.35, 372.35, 372.35, 372.35, 367.05, 367.05, 367.05, 367.05, 367.05, 367.05]",367.05,140.00807976722717,20,2000,"{1: {1: 0, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}, 6: {1: 1, 2: 0, 3: 1}}","{1: {1: 0, 2: 1, 3: 0}, 2: {1: 1, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}, 6: {1: 0, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}, 6: {1: 0, 2: 1, 3: 0}}",Master Problem DADK Failed
6,"[-inf, 231.0, 254.0, 268.14285714285717, 268.14285714285717, 279.0185714285715, 282.4471428571429, 293.2142857142858, 293.2142857142858, 293.2142857142858, 293.2142857142858, 293.2142857142858, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143, 293.5357142857143, 295.66464285714284, 301.6122953133823]","[392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 391.5, 391.5, 360.0, 360.0, 360.0]",360.0,109.95643305778503,20,2000,"{1: {1: 0, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}, 6: {1: 1, 2: 1, 3: 0}}","{1: {1: 0, 2: 1, 3: 0}, 2: {1: 1, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}, 6: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}, 6: {1: 0, 2: 0, 3: 0}}",Master Problem DADK Failed
6,"[-inf, 231.0, 259.64, 276.28285714285715, 279.0185714285715, 282.34000000000003, 282.4471428571429, 282.7685714285714, 293.5357142857143, 293.5357142857143, 306.5214285714286, 306.5214285714286, 306.5214285714286, 306.5214285714286, 306.5214285714286, 306.5214285714286, 306.5214285714286, 306.5214285714286, 306.5214285714286, 306.5214285714286, 306.5214285714286]","[392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 364.8, 364.8, 364.8, 364.8, 364.8, 364.8, 364.8, 364.8, 364.8, 364.8, 364.8, 364.8]",364.8,103.62779593467712,21,2000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}, 4: {1: 1, 2: 0, 3: 0}, 5: {1: 1, 2: 1, 3: 1}, 6: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 1, 3: 1}, 6: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}, 4: {1: 0, 2: 0, 3: 1}, 5: {1: 0, 2: 0, 3: 0}, 6: {1: 0, 2: 0, 3: 1}}",Master Problem DADK Failed
