number_of_time_periods,lower_bounds,upper_bounds,best_solution,time_used,number_of_benders_iterations,number_of_runs,commitment_schedule,turning_on_schedule,turning_off_schedule,termination_reason
5,"[-inf, 191.0, 219.64, 238.765, 241.3357142857143, 244.65714285714284, 244.92499999999998, 256.63214285714287, 256.63214285714287, 257.1821428571428, 257.1821428571428, 258.78214285714284, 258.78214285714284, 258.78214285714284, 258.78214285714284, 258.78214285714284, 258.78214285714284, 258.78214285714284, 258.78214285714284, 258.78214285714284, 258.78214285714284, 258.78214285714284, 258.78214285714284, 258.78214285714284, 258.78214285714284, 258.78214285714284, 258.78214285714284]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 311.5, 311.5, 310.3, 310.3, 310.3, 310.3, 310.3, 310.3, 310.3, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0]",306.0,96.87836146354675,27,2000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Stagnation Limit Reached
5,"[-inf, 191.0, 218.125, 230.625, 241.3357142857143, 244.65714285714284]","[330.0, 330.0, 330.0, 330.0, 330.0, 293.5]",293.5,6.23488712310791,6,2000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Known Optimal Solution Found for 5-Period Case
5,"[-inf, 191.0, 218.125, 238.765, 242.08642857142857, 244.37142857142857, 244.37142857142857, 245.1469387755102, 245.1469387755102, 245.1469387755102, 245.1469387755102, 245.41479591836736, 253.08000000000004, 256.19250931677016, 256.19250931677016, 256.72636024844724, 256.72636024844724, 256.8240842945874, 257.0177566502463, 257.0177566502463, 257.0177566502463, 257.0177566502463, 257.0177566502463, 257.0177566502463, 257.0177566502463, 257.0177566502463]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0]",294.0,120.4020323753357,26,2000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master Problem DADK Failed
5,"[-inf, 191.0, 219.64, 238.765, 242.08642857142857, 244.65714285714284, 244.92499999999998]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 293.5]",293.5,7.8166139125823975,7,2000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Known Optimal Solution Found for 5-Period Case
5,"[-inf, 191.0, 219.64, 223.06857142857146, 242.19357142857146, 244.76428571428576, 244.76428571428576, 244.76428571428576, 245.03214285714284, 245.03214285714284, 252.33453927025352, 256.1000082815735, 256.2453711180124, 256.2453711180124, 256.48918293936276, 256.48918293936276, 256.48918293936276, 256.48918293936276, 256.48918293936276, 256.48918293936276, 256.48918293936276, 256.48918293936276, 256.48918293936276, 256.48918293936276, 256.48918293936276]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 322.05, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0]",294.0,131.1038146018982,25,2000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Stagnation Limit Reached
5,"[-inf, 191.0, 218.125, 230.625, 237.05357142857147, 244.65714285714284, 255.92261904761907, 256.13928571428573, 258.94642857142856, 258.94642857142856, 258.94642857142856, 258.94642857142856, 258.94642857142856, 259.05124223602485, 259.05124223602485, 259.05124223602485, 259.05124223602485, 259.05124223602485, 259.0512422360249, 259.0512422360249]","[330.0, 330.0, 330.0, 330.0, 330.0, 310.8, 310.8, 309.8, 309.8, 309.8, 309.8, 309.8, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 293.5]",293.5,33.433422803878784,20,2000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Known Optimal Solution Found for 5-Period Case
5,"[-inf, 191.0, 218.125, 231.76136363636365, 237.05357142857147, 237.05357142857147, 237.05357142857147, 237.05357142857147, 243.40714285714287, 243.40714285714287, 243.40714285714287, 243.40714285714287, 248.6497619047619, 248.6497619047619, 248.6497619047619, 248.6497619047619, 248.6497619047619, 254.738696478995, 254.738696478995, 254.738696478995, 254.738696478995]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0]",306.0,94.35278534889221,21,2000,"{1: {1: 0, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 0, 2: 1, 3: 0}, 2: {1: 1, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master Problem DADK Failed
5,"[-inf, 191.0, 214.0, 230.625, 237.05357142857147, 244.83690476190478, 244.83690476190478, 244.83690476190478, 244.83690476190478, 244.88714285714286, 245.0857142857143, 245.0857142857143, 245.0857142857143, 245.0857142857143, 247.3389285714286, 247.3389285714286, 247.3389285714286, 247.3389285714286, 247.3389285714286, 255.0734736842105, 255.0734736842105, 255.0734736842105, 255.0734736842105, 255.0734736842105, 255.0734736842105, 255.0734736842105]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0]",306.0,162.90943598747253,26,2000,"{1: {1: 0, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 0, 2: 1, 3: 0}, 2: {1: 1, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master Problem DADK Failed
5,"[-inf, 191.0, 218.125, 238.765, 241.3357142857143, 244.65714285714284, 244.92499999999998, 244.92499999999998, 256.13928571428573, 256.13928571428573, 256.13928571428573, 256.13928571428573, 256.13928571428573, 256.63928571428573, 256.63928571428573, 256.63928571428573, 256.63928571428573, 257.0066003616637, 257.0066003616637, 257.0066003616637, 257.0066003616637, 257.0066003616637, 257.0066003616637, 257.0066003616637, 257.0066003616637]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 322.8, 322.8, 313.5, 313.5, 313.5, 313.5, 313.5, 313.5, 313.5, 313.5, 313.5, 313.5, 313.5, 313.5, 313.5, 313.5, 313.5, 313.5]",313.5,90.17301058769226,25,2000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 1}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Stagnation Limit Reached
5,"[-inf, 191.0, 218.125, 238.765, 240.73469387755102, 244.16326530612244, 244.6035714285714, 244.6035714285714, 244.65714285714287, 255.7051020408163, 256.2448979591837, 256.3494897959184, 256.3494897959184, 256.3494897959184, 256.5048296017436, 256.88614573346115, 256.88614573346115, 257.28998702873366, 257.7777997625643, 257.7777997625643, 257.7777997625643, 257.7777997625643, 257.7777997625643, 257.7777997625643, 257.7777997625643, 257.7777997625643, 257.7777997625643, 257.7777997625643]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0]",294.0,216.0408525466919,28,2000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master Problem DADK Failed
5,"[-inf, 191.0, 219.64, 238.765, 241.3357142857143, 241.7107142857143, 244.925, 244.925, 245.0857142857143, 245.0857142857143, 255.58928571428572, 255.58928571428572, 255.58928571428572]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 294.0, 294.0, 294.0, 293.5]",293.5,20.025030612945557,13,2000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Known Optimal Solution Found for 5-Period Case
5,"[-inf, 191.0, 214.0, 230.625, 237.05357142857147, 237.15357142857147, 244.65714285714284, 244.92499999999998, 256.13214285714287, 256.13214285714287]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 297.0, 297.0, 293.5]",293.5,15.593162536621094,10,2000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Known Optimal Solution Found for 5-Period Case
5,"[-inf, 191.0, 218.125, 238.765, 241.3357142857143, 248.94798623063681, 252.35920870950608, 252.35920870950608, 252.35920870950608, 252.35920870950608, 252.35920870950608, 253.2939097744361, 253.2939097744361, 253.2939097744361, 256.44572636665663, 256.44572636665663, 256.44572636665663, 256.9700147783251, 256.9700147783251, 256.9700147783251, 256.9700147783251, 256.9700147783251, 256.9700147783251, 256.9700147783251, 256.9700147783251, 256.9700147783251, 257.0399655172414, 257.0399655172414, 257.0399655172414, 257.0399655172414]","[330.0, 330.0, 330.0, 330.0, 320.05, 320.05, 320.05, 320.05, 320.05, 320.05, 320.05, 320.05, 320.05, 320.05, 320.05, 320.05, 306.0, 306.0, 306.0, 306.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0]",294.0,122.24773907661438,30,2000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Max Iterations Reached
5,"[-inf, 191.0, 219.64, 238.765, 241.3357142857143, 241.7107142857143, 241.7107142857143, 241.7107142857143, 253.8392857142857, 255.58928571428572, 255.58928571428572, 255.58928571428572, 255.58928571428572, 256.1196428571428, 256.59107142857147, 256.59107142857147, 256.59107142857147, 257.08021739130436, 257.08021739130436, 257.08021739130436, 257.08021739130436, 257.08021739130436]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0]",294.0,107.2573390007019,22,2000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master Problem DADK Failed
5,"[-inf, 191.0, 219.64, 238.765, 242.08642857142857, 242.35428571428568, 256.61785714285713, 256.61785714285713, 256.61785714285713, 258.1272321428571, 258.1272321428571, 258.1272321428571, 258.1272321428571, 258.1272321428571, 258.1272321428571, 258.1272321428571, 258.1272321428571, 258.1272321428571, 258.1272321428571, 258.1272321428571, 258.1584821428571, 258.1584821428571, 258.1584821428571, 258.1584821428571, 258.1584821428571]","[330.0, 330.0, 330.0, 330.0, 330.0, 316.8, 311.5, 311.5, 311.5, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8, 310.8]",310.8,86.93779802322388,25,2000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 0, 3: 0}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 1, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 1, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Stagnation Limit Reached
5,"[-inf, 191.0, 218.125, 238.765, 242.08642857142857, 244.65714285714284, 244.92499999999998, 244.92499999999998, 244.92499999999998, 255.63928571428573, 255.63928571428573, 255.63928571428573, 256.2174063800277, 256.2174063800277, 256.753120665742, 256.753120665742, 256.8613037447989, 256.8613037447989, 256.8613037447989, 256.8613037447989, 256.8613037447989, 256.8613037447989, 256.8613037447989, 256.8613037447989, 256.87871783017414, 257.0349434737924, 257.0349434737924, 257.0349434737924, 257.1092350609308, 257.1092350609308]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 318.55, 318.55, 318.55, 318.55, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 294.0, 294.0, 294.0, 294.0, 294.0, 294.0]",294.0,138.42512965202332,30,2000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Max Iterations Reached
5,"[-inf, 191.0, 219.64, 238.765, 239.14, 241.7107142857143, 241.7107142857143, 245.03214285714284, 245.03214285714284, 245.03214285714284, 245.03214285714284, 245.03214285714284, 257.2035714285714, 257.2035714285714, 257.2636761284318]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 301.5, 301.5, 301.5, 293.5]",293.5,21.139945030212402,15,2000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Known Optimal Solution Found for 5-Period Case
5,"[-inf, 191.0, 219.64, 222.90785714285715, 242.03285714285715, 242.03285714285715, 242.08642857142857, 242.40785714285715, 242.40785714285715, 242.40785714285715, 252.24761904761908, 252.24761904761908, 255.67142857142858, 256.18593638057024, 256.18593638057024, 256.18593638057024, 256.25812682215746, 256.25812682215746, 257.2133035714286, 257.2133035714286, 257.2133035714286, 257.2133035714286, 257.2133035714286, 257.2133035714286, 257.2133035714286, 257.2133035714286, 257.3213842364532, 257.3213842364532, 257.3213842364532, 257.3213842364532]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 312.0, 312.0, 312.0, 312.0, 312.0, 312.0, 312.0, 312.0, 312.0, 312.0, 312.0, 312.0, 312.0, 312.0, 306.0, 306.0, 306.0, 306.0, 306.0]",306.0,167.43489122390747,30,2000,"{1: {1: 0, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 0, 2: 1, 3: 0}, 2: {1: 1, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Max Iterations Reached
5,"[-inf, 191.0, 219.64, 238.765, 241.3357142857143, 241.3357142857143, 244.65714285714284, 244.76428571428576, 245.0857142857143, 245.0857142857143, 245.0857142857143, 245.0857142857143, 245.0857142857143, 245.0857142857143, 245.0857142857143, 245.0857142857143, 245.0857142857143, 245.0857142857143, 247.32892857142855, 247.32892857142855, 247.32892857142855, 247.32892857142855, 247.32892857142855, 255.06621052631579, 255.06621052631579, 255.06621052631579, 255.06621052631579, 255.06621052631579]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 324.5, 324.5, 324.5, 324.5, 324.5, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0, 306.0]",306.0,150.1749632358551,28,5000,"{1: {1: 0, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 0, 2: 1, 3: 0}, 2: {1: 1, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Stagnation Limit Reached
5,"[-inf, 191.0, 219.64, 238.765, 241.3357142857143, 241.3357142857143, 251.4392857142857, 251.4392857142857, 251.7142857142857, 251.92857142857142, 251.92857142857142]","[330.0, 330.0, 330.0, 330.0, 330.0, 304.0, 304.0, 304.0, 304.0, 304.0, 293.5]",293.5,32.55924940109253,11,5000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Known Optimal Solution Found for 5-Period Case
5,"[-inf, 191.0, 218.125, 230.625, 237.05357142857147, 244.72309523809525, 254.9557142857143, 255.95, 256.13214285714287, 256.13214285714287, 256.13214285714287, 256.13214285714287, 256.13214285714287, 256.13214285714287, 256.13214285714287, 256.2392857142857, 256.2392857142857, 256.9086880466472, 256.9086880466472, 256.9086880466472, 256.9086880466472, 256.9086880466472, 256.9086880466472, 256.9086880466472]","[330.0, 330.0, 330.0, 330.0, 330.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0, 297.0]",297.0,119.32577729225159,24,5000,"{1: {1: 1, 2: 0, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Stagnation Limit Reached
