number_of_time_periods,lower_bounds,upper_bounds,best_solution,time_used,number_of_benders_iterations,number_of_sweeps,commitment_schedule,turning_on_schedule,turning_off_schedule,termination_reason
3,"[-inf, 116.0, 140.64285714285714, 147.07142857142856, 148.71428571428572, 158.4052380952381, 161.11460794844254, 162.02882117882118, 162.02882117882118, 162.23711288711286, 162.47005583992555, 162.47005583992555, 162.47005583992555, 163.0676147959184]","[215.0, 215.0, 215.0, 203.5, 203.5, 203.5, 196.5, 193.5, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,75.83868217468262,14,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 147.07142857142856, 154.7892857142857, 155.16428571428574, 160.70071428571427, 160.70071428571427]","[215.0, 215.0, 215.0, 215.0, 215.0, 205.5, 193.5, 193.5]",193.5,31.741066217422485,8,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.52666666666667, 151.52666666666667]","[215.0, 215.0, 215.0, 191.8]",191.8,3.6490671634674072,4,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 144.64, 145.015, 148.3364285714286, 155.27142857142857, 155.27142857142857, 160.69107142857143, 161.315, 162.99378881987576]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 193.5, 193.5, 193.5, 193.5]",193.5,63.907973527908325,10,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 147.07142857142856, 153.5]","[215.0, 215.0, 215.0, 215.0, 206.5]",206.5,19.487868309020996,5,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 154.62857142857143, 155.00357142857143, 155.325, 159.40535714285716, 159.52841031149302, 159.52841031149302, 159.52841031149302, 161.6147816091954]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 200.55, 200.55, 200.55, 200.55, 200.55, 195.3]",195.3,98.17955803871155,12,256000,"{1: {1: 1, 2: 0, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64]","[215.0, 215.0, 215.0]",215.0,11.129855394363403,3,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 137.14285714285714, 143.71084337349396]","[215.0, 215.0, 215.0, 191.8]",191.8,6.885806560516357,4,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 140.64285714285714, 145.23469387755102]","[215.0, 215.0, 215.0, 215.0]",215.0,29.207805156707764,4,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 147.07142857142856, 154.89642857142857, 160.48404761904763, 161.1919787332409, 161.4352795031056, 161.9691304347826, 162.57815591610606, 162.57815591610606, 162.57815591610606]","[215.0, 215.0, 215.0, 215.0, 215.0, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5]",193.5,102.23126983642578,13,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.52666666666667, 155.81238095238095, 155.81238095238095, 161.40285714285716]","[215.0, 215.0, 215.0, 215.0, 215.0, 196.5, 196.5]",196.5,39.58190202713013,7,256000,"{1: {1: 1, 2: 0, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 147.07142857142856, 154.7892857142857, 155.16428571428574, 159.2512531328321, 161.32469979296067, 161.32469979296067, 161.41465838509316, 161.4831765749778, 161.4831765749778]","[215.0, 215.0, 215.0, 215.0, 215.0, 200.55, 193.5, 193.5, 193.5, 193.5, 193.5, 191.8]",191.8,37.35603928565979,12,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 154.89642857142857, 155.1642857142857, 159.4046875, 161.4352795031056]","[215.0, 215.0, 215.0, 215.0, 215.0, 212.55, 193.5, 193.5]",193.5,44.99749231338501,8,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.575, 151.95]","[215.0, 215.0, 215.0, 215.0, 215.0]",215.0,17.965501308441162,5,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 144.07142857142856, 147.07142857142856, 154.9552380952381]","[215.0, 215.0, 215.0, 215.0, 215.0, 191.8]",191.8,9.053445100784302,6,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 144.64, 147.96142857142857, 154.89642857142857, 163.36785714285713, 163.4714285714286, 163.4714285714286, 163.4714285714286, 163.4714285714286]","[215.0, 215.0, 215.0, 215.0, 195.3, 195.3, 195.3, 195.3, 193.5, 193.5]",193.5,64.77693796157837,10,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 139.0, 148.14285714285714, 152.73469387755102, 152.73469387755102, 152.73469387755102, 156.68857142857144, 156.7292857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 191.8]",191.8,33.070085287094116,9,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 144.64, 151.575, 154.89642857142857, 161.7892857142857, 163.36785714285713, 163.36785714285713, 163.36785714285713, 163.36785714285713, 163.36785714285713, 163.36785714285713, 163.36785714285713]","[215.0, 215.0, 215.0, 215.0, 203.5, 195.3, 195.3, 195.3, 195.3, 193.5, 193.5, 193.5, 191.8]",191.8,96.68727993965149,13,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 140.64285714285714, 144.07142857142856, 154.81238095238098]","[215.0, 215.0, 215.0, 215.0, 215.0]",215.0,20.6286883354187,5,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.575, 155.776247848537]","[215.0, 215.0, 215.0, 200.55, 200.55]",200.55,19.187304735183716,5,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 148.14285714285714, 153.24095238095236, 156.6095238095238, 161.65102040816328, 161.7037370994025, 162.35714285714286]","[215.0, 215.0, 215.0, 215.0, 215.0, 196.5, 196.5, 196.5, 196.5]",196.5,51.36217904090881,9,256000,"{1: {1: 1, 2: 0, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 154.89642857142857, 154.89642857142857, 155.1642857142857, 155.325]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 206.5]",206.5,52.960736989974976,8,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.52666666666667, 157.67142857142858, 157.67142857142858, 160.075, 162.13010204081633, 164.5261904761905, 164.5261904761905, 164.5261904761905, 164.5261904761905]","[215.0, 215.0, 215.0, 196.5, 196.5, 195.3, 195.3, 195.3, 195.3, 193.0, 193.0, 193.0]",193.0,62.04006743431091,12,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 145.23469387755102, 154.64, 161.4257142857143, 161.4257142857143, 161.6007142857143, 161.6007142857143, 161.65742346938777]","[215.0, 215.0, 215.0, 215.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,43.87160849571228,10,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 154.62857142857143]","[215.0, 215.0, 215.0, 215.0, 215.0]",215.0,24.346309423446655,5,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 150.265, 152.47928571428574, 158.76500000000001]","[215.0, 215.0, 203.5, 203.5, 203.5, 193.0]",193.0,24.36738157272339,6,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 154.89642857142857, 162.13392857142856, 162.13392857142856, 162.13392857142856, 162.4941089837997, 162.4941089837997, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857]","[215.0, 215.0, 215.0, 215.0, 203.05, 203.05, 203.05, 203.05, 200.55, 200.55, 193.5, 193.5, 193.5, 193.5, 193.5]",193.5,100.81992220878601,15,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 154.9552380952381, 155.16428571428574]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0]",215.0,28.043802976608276,6,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 137.14285714285714, 146.58380952380952, 158.18333333333334, 159.35, 161.15952380952382]","[215.0, 215.0, 215.0, 195.3, 195.3, 195.3, 195.3]",195.3,37.14025282859802,7,256000,"{1: {1: 1, 2: 0, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 157.48809523809524, 160.3790476190476, 160.3790476190476, 160.83142857142857, 160.83142857142857]","[215.0, 215.0, 215.0, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5]",193.5,48.72653651237488,9,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.52666666666667, 151.52666666666667, 154.9552380952381, 160.3790476190476, 161.33142857142857, 161.33142857142857, 161.33142857142857, 161.33142857142857, 162.8182051341836, 162.8182051341836, 162.8182051341836, 162.8182051341836]","[215.0, 215.0, 215.0, 215.0, 193.5, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 191.8]",191.8,71.95091366767883,14,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 132.36363636363637, 147.85428571428574, 148.81857142857143, 154.82178571428574]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0]",215.0,30.680633783340454,6,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 151.95, 155.27142857142857, 155.27142857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 191.8]",191.8,23.392796277999878,7,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 144.64, 147.96142857142857, 147.96142857142857, 154.89642857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 207.55]",207.55,47.65091276168823,6,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 154.7892857142857, 160.42571428571426, 161.06857142857143, 161.21142857142857, 161.29561224489797, 161.4616836734694, 161.4616836734694]","[215.0, 215.0, 215.0, 215.0, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5]",193.5,45.16090536117554,11,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.575, 154.7892857142857, 155.00357142857143, 155.27142857142857, 155.325]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 205.5]",205.5,35.27446007728577,8,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 151.52666666666667, 154.9552380952381, 163.24107142857144, 163.24107142857144, 163.24107142857144, 163.24107142857144, 163.27976190476193, 163.27976190476193]","[215.0, 215.0, 215.0, 215.0, 203.05, 200.55, 200.55, 200.0, 200.0, 200.0, 191.8]",191.8,50.51370167732239,11,256000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known optimal solution for 3-period case
3,"[-inf, 116.0, 132.36363636363637, 144.11494252873564]","[215.0, 215.0, 215.0, 215.0]",215.0,19.59265398979187,4,256000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 140.64285714285714, 147.07142857142856, 149.42857142857144, 153.5]","[215.0, 215.0, 215.0, 210.5, 210.5, 210.5]",210.5,28.895395517349243,6,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
3,"[-inf, 116.0, 144.64, 151.575, 158.9257142857143, 159.3382099827883, 159.3382099827883, 161.618760757315, 161.62392426850258, 162.13185514807427, 162.13185514807427, 162.13185514807427]","[215.0, 215.0, 215.0, 196.5, 196.5, 196.5, 196.5, 196.5, 196.5, 196.5, 196.5, 193.5]",193.5,70.76733708381653,12,256000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
