number_of_time_periods,lower_bounds,upper_bounds,best_solution,time_used,number_of_benders_iterations,number_of_sweeps,commitment_schedule,turning_on_schedule,turning_off_schedule,termination_reason
5,"[-inf, 191.0, 207.36363636363637, 221.9127272727273, 221.9127272727273, 238.765, 251.765, 251.9, 253.56249999999997]","[330.0, 330.0, 330.0, 324.0, 324.0, 306.0, 306.0, 306.0, 306.0]",306.0,136.72469544410706,9,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 219.64, 221.9127272727273, 235.39, 250.825]","[330.0, 330.0, 330.0, 320.3, 320.3, 320.3]",320.3,77.56528759002686,6,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 0, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 1}, 5: {1: 0, 2: 1, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 1, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 207.36363636363637, 214.0, 230.625, 241.3357142857143, 241.3357142857143, 244.76428571428576]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0]",330.0,129.90607595443726,8,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 219.64, 238.765, 238.765]","[330.0, 330.0, 330.0, 330.0, 330.0]",330.0,58.35376286506653,5,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 218.125, 238.765, 241.3357142857143, 241.3357142857143, 244.65714285714284]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0]",330.0,112.76937508583069,7,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 219.64, 220.78285714285715, 238.765, 238.765, 242.19357142857146, 242.46142857142854, 242.46142857142854]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0]",330.0,97.38474988937378,9,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 218.125, 231.76136363636365, 237.05357142857147, 237.05357142857147, 237.05357142857147, 243.48214285714286]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0]",330.0,120.42459678649902,8,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 218.125, 238.765, 242.03285714285715, 242.03285714285715]","[330.0, 330.0, 330.0, 330.0, 324.0, 324.0]",324.0,100.61180758476257,6,640000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 0, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 1, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 1, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 219.64, 220.78285714285715, 221.9127272727273, 221.9127272727273, 238.765, 242.19357142857146, 244.76428571428576, 244.76428571428576]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0]",330.0,196.61656188964844,10,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 219.52666666666667, 220.015, 223.39, 225.66272727272727, 234.11045454545456, 246.565]","[330.0, 330.0, 330.0, 330.0, 330.0, 306.0, 306.0, 306.0]",306.0,176.19121670722961,8,640000,"{1: {1: 1, 2: 0, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 218.125, 230.625, 235.875, 246.3857142857143, 246.3857142857143, 249.70714285714286, 249.97499999999997, 249.97499999999997]","[330.0, 330.0, 330.0, 316.5, 316.5, 316.5, 316.5, 316.5, 316.5, 316.5]",316.5,124.31936740875244,10,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 1}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 214.0, 224.8757142857143, 241.3357142857143, 244.76428571428576, 244.76428571428576, 244.76428571428576, 244.76428571428576]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0]",330.0,127.74504804611206,9,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 218.125, 238.765, 241.3357142857143]","[330.0, 330.0, 330.0, 330.0, 330.0]",330.0,60.11610770225525,5,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 211.22857142857143, 220.78285714285715, 221.9127272727273, 225.34129870129874]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0]",330.0,79.99328827857971,6,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 218.125, 238.765]","[330.0, 330.0, 330.0, 330.0]",330.0,51.164042234420776,4,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 214.0, 224.8757142857143, 241.3357142857143]","[330.0, 330.0, 330.0, 330.0, 330.0]",330.0,58.45669865608215,5,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 218.125, 228.125, 238.765, 246.515]","[330.0, 330.0, 330.0, 330.0, 313.5, 313.5]",313.5,72.72727274894714,6,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 1}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 219.64, 222.96142857142857, 242.08642857142857]","[330.0, 330.0, 330.0, 330.0, 330.0]",330.0,91.51420831680298,5,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 219.64, 222.96142857142857, 228.19714285714286, 244.65714285714284, 244.65714285714284]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0]",330.0,118.91502404212952,7,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 214.0, 230.625]","[330.0, 330.0, 330.0, 330.0]",330.0,50.22352361679077,4,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 214.0, 230.625, 241.3357142857143, 244.38928571428576, 244.76428571428573, 244.76428571428573]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0]",330.0,125.01717138290405,8,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 214.0, 230.625, 230.725, 234.75]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0]",330.0,72.62331891059875,6,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 219.64, 238.765, 238.765, 242.08642857142857, 244.59000000000003]","[330.0, 330.0, 330.0, 330.0, 330.0, 326.0, 326.0]",326.0,100.28716349601746,7,640000,"{1: {1: 0, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 0, 2: 1, 3: 0}, 2: {1: 1, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 218.125, 238.765, 239.14, 242.3542857142857, 242.3542857142857]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0]",330.0,80.8361086845398,7,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 214.0, 217.42857142857144, 217.42857142857144, 223.05357142857144]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0]",330.0,82.30699896812439,6,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 218.125, 230.625, 237.05357142857147]","[330.0, 330.0, 330.0, 330.0, 315.0]",315.0,63.94683384895325,5,640000,"{1: {1: 1, 2: 0, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 1}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 219.64, 238.765, 241.3357142857143, 244.65714285714284, 244.65714285714284, 253.12857142857143, 253.23214285714286, 255.1120535714286, 255.1120535714286, 255.1120535714286]","[330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 328.3, 328.3, 328.3, 326.5, 326.5, 326.5]",326.5,226.87041091918945,12,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 1}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 219.64, 238.765, 241.3357142857143, 244.55, 255.31428571428572, 255.31428571428572, 255.58928571428572, 255.58928571428572, 255.64821428571426, 255.64821428571426, 255.64821428571426, 255.64821428571426]","[330.0, 330.0, 330.0, 330.0, 330.0, 306.0, 306.0, 306.0, 306.0, 306.0, 303.0, 303.0, 303.0, 303.0]",303.0,448.85146594047546,14,640000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 0}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 1}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 218.125, 230.625, 237.05357142857147]","[330.0, 330.0, 330.0, 330.0, 330.0]",330.0,62.997974157333374,5,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 1}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 1}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}",Master problem failed to find feasible solution
5,"[-inf, 191.0, 219.64, 238.765, 238.765, 239.14]","[330.0, 330.0, 330.0, 330.0, 330.0, 324.0]",324.0,92.74019622802734,6,640000,"{1: {1: 1, 2: 1, 3: 1}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}, 4: {1: 1, 2: 1, 3: 1}, 5: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 1}, 5: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 1}, 3: {1: 0, 2: 0, 3: 0}, 4: {1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 1}}",Master problem failed to find feasible solution
