obj_value,feasibility,elapsed_time,num_iterations
255.0,True,0.5105819702148438,500000
223.0,True,0.5203709602355957,500000
255.3,True,0.5507266521453857,500000
210.3,False,0.5451393127441406,500000
231.3,False,0.5195789337158203,500000
255.3,True,0.5243556499481201,500000
282.3,True,0.5137238502502441,500000
255.0,True,0.5139682292938232,500000
255.0,True,0.5054283142089844,500000
234.3,False,0.5151307582855225,500000
242.0,True,0.5001747608184814,500000
215.3,True,0.5053112506866455,500000
255.3,False,0.5034184455871582,500000
277.0,True,0.5157127380371094,500000
250.3,True,0.5048012733459473,500000
255.0,True,0.5050075054168701,500000
250.3,True,0.4903547763824463,500000
242.0,True,0.6481673717498779,500000
282.3,True,0.7105715274810791,500000
282.3,True,0.5931658744812012,500000
223.3,True,0.7355918884277344,500000
247.5,False,0.6708202362060547,500000
242.3,True,0.8237767219543457,500000
215.3,True,0.6113801002502441,500000
215.3,True,0.5919082164764404,500000
255.0,True,0.5986635684967041,500000
309.0,True,0.599313497543335,500000
223.3,True,0.597980260848999,500000
223.3,True,0.6194596290588379,500000
215.3,True,0.6219091415405273,500000
255.3,False,0.6238172054290771,500000
282.3,True,0.5986166000366211,500000
255.0,True,0.589318037033081,500000
250.0,True,0.6081781387329102,500000
223.0,True,0.5879645347595215,500000
250.3,True,0.5928614139556885,500000
248.0,True,0.602703332901001,500000
263.3,True,0.6050243377685547,500000
282.3,True,0.635777473449707,500000
250.3,True,0.825657844543457,500000
255.3,True,0.8466227054595947,500000
215.3,True,0.6214470863342285,500000
250.3,True,0.6101298332214355,500000
277.0,True,0.609351396560669,500000
274.0,True,0.6233515739440918,500000
242.0,True,0.6344013214111328,500000
248.0,True,0.6433091163635254,500000
231.3,False,0.5907797813415527,500000
303.0,True,0.6391937732696533,500000
231.3,False,0.584043025970459,500000
245.0,False,0.622734546661377,500000
221.0,False,0.6323366165161133,500000
255.0,True,0.6204433441162109,500000
242.3,True,0.6794345378875732,500000
215.0,True,0.665703535079956,500000
221.0,False,0.6653141975402832,500000
242.0,True,0.567584753036499,500000
250.3,True,0.49178481101989746,500000
282.0,True,0.5310080051422119,500000
255.0,True,0.6339113712310791,500000
282.0,True,0.6516420841217041,500000
250.0,True,0.619140625,500000
282.3,True,0.6054539680480957,500000
255.3,True,0.6320140361785889,500000
277.0,True,0.7586207389831543,500000
242.3,True,0.6035377979278564,500000
215.3,True,0.616718053817749,500000
271.0,False,0.6012625694274902,500000
282.3,True,0.5928945541381836,500000
250.0,True,0.6107618808746338,500000
250.3,False,0.587665319442749,500000
250.3,True,0.5966379642486572,500000
242.3,True,0.6070883274078369,500000
271.3,False,0.6076490879058838,500000
234.3,False,0.6142754554748535,500000
200.0,False,0.6470515727996826,500000
263.3,True,0.60243821144104,500000
250.3,True,0.6079921722412109,500000
210.0,False,0.583500862121582,500000
250.0,True,0.5943872928619385,500000
242.3,True,0.6205670833587646,500000
234.3,False,0.683875322341919,500000
250.0,True,0.6898248195648193,500000
288.0,True,0.6875791549682617,500000
282.3,True,0.8992323875427246,500000
242.0,True,0.77744460105896,500000
215.0,True,0.7379369735717773,500000
250.3,False,0.6580805778503418,500000
215.0,True,0.7641520500183105,500000
215.3,True,0.8490629196166992,500000
242.0,True,0.8128371238708496,500000
242.3,True,0.714400053024292,500000
231.3,False,0.6497409343719482,500000
223.3,True,0.6618340015411377,500000
256.0,True,0.6413090229034424,500000
255.3,False,0.6904582977294922,500000
223.3,True,0.6506805419921875,500000
247.0,True,0.6753149032592773,500000
223.0,True,0.6890861988067627,500000
303.3,True,0.6898179054260254,500000
250.3,True,6.700272083282471,5000000
223.0,True,6.5419933795928955,5000000
263.3,True,6.6338067054748535,5000000
256.0,True,6.519957780838013,5000000
231.3,False,6.44649600982666,5000000
269.0,True,6.366994619369507,5000000
277.0,True,6.6522276401519775,5000000
255.3,True,6.723003387451172,5000000
245.0,False,9.652425527572632,5000000
210.3,False,8.025809288024902,5000000
250.3,True,6.084538459777832,5000000
223.3,True,6.649927139282227,5000000
303.0,True,6.277424335479736,5000000
255.3,True,7.320547103881836,5000000
223.3,True,5.9984800815582275,5000000
250.3,False,7.383979320526123,5000000
303.0,True,6.426576375961304,5000000
255.3,True,6.566281795501709,5000000
223.3,True,6.430546045303345,5000000
250.3,True,6.237020492553711,5000000
250.0,True,7.204498767852783,5000000
250.3,False,6.8823161125183105,5000000
242.3,True,6.364929437637329,5000000
255.3,False,6.254029035568237,5000000
247.0,True,6.314891338348389,5000000
223.3,True,6.581951379776001,5000000
255.3,True,6.355848550796509,5000000
282.0,True,6.2988786697387695,5000000
271.3,True,6.526678562164307,5000000
221.0,False,6.864333629608154,5000000
200.0,False,6.418264627456665,5000000
221.0,False,6.727274179458618,5000000
314.0,True,7.513864517211914,5000000
242.0,True,6.583104848861694,5000000
282.3,True,6.538220405578613,5000000
282.3,True,6.279217720031738,5000000
223.0,True,6.342182397842407,5000000
221.0,False,6.399556636810303,5000000
242.3,True,7.080995321273804,5000000
288.0,True,6.249657154083252,5000000
274.0,True,6.49785852432251,5000000
255.0,True,6.951754808425903,5000000
282.3,True,6.59430456161499,5000000
234.3,False,6.359953880310059,5000000
309.0,True,6.2447333335876465,5000000
255.0,True,6.55051064491272,5000000
250.3,True,6.585057020187378,5000000
303.0,True,6.756985664367676,5000000
256.0,True,6.319834470748901,5000000
314.0,True,6.364355564117432,5000000
223.3,True,6.533647298812866,5000000
303.0,True,6.506505489349365,5000000
250.3,True,6.290313720703125,5000000
282.3,True,6.480663776397705,5000000
282.0,True,6.673536539077759,5000000
277.0,True,6.562089204788208,5000000
256.0,True,6.464669704437256,5000000
242.3,True,6.4858338832855225,5000000
223.0,True,6.827407598495483,5000000
260.3,False,7.1824212074279785,5000000
255.3,False,6.34002423286438,5000000
277.0,True,6.395057678222656,5000000
300.3,False,6.300793647766113,5000000
255.3,True,6.955352783203125,5000000
256.0,True,6.310716390609741,5000000
242.3,True,6.516835927963257,5000000
281.3,False,6.519832611083984,5000000
242.3,True,6.667234659194946,5000000
255.3,False,6.569981575012207,5000000
288.0,True,6.898277759552002,5000000
250.0,True,6.543987274169922,5000000
215.3,True,6.604896306991577,5000000
242.3,True,6.312548875808716,5000000
223.0,True,6.287538051605225,5000000
242.0,True,6.51184868812561,5000000
242.3,True,6.886413812637329,5000000
247.0,True,6.388988018035889,5000000
263.3,True,6.317864894866943,5000000
242.3,True,6.3740949630737305,5000000
223.0,True,6.59550929069519,5000000
250.0,False,6.135384559631348,5000000
248.0,True,6.361065149307251,5000000
250.3,True,7.259837627410889,5000000
271.3,True,6.781116008758545,5000000
223.3,True,6.956405162811279,5000000
223.0,True,6.273710489273071,5000000
282.0,True,6.819171667098999,5000000
282.3,True,6.615119934082031,5000000
210.0,False,6.147934198379517,5000000
277.0,True,6.308719158172607,5000000
234.3,False,6.099480152130127,5000000
200.0,False,7.128447532653809,5000000
282.3,True,6.858552932739258,5000000
231.3,False,7.967048168182373,5000000
215.0,True,7.0667619705200195,5000000
250.3,True,6.61362624168396,5000000
242.0,True,6.551329851150513,5000000
288.0,True,6.208747386932373,5000000
242.3,True,7.050405740737915,5000000
255.0,True,7.036872148513794,5000000
242.3,True,33.48804259300232,25000000
223.0,True,31.562427520751953,25000000
255.0,True,33.02627730369568,25000000
256.0,True,33.27908492088318,25000000
