obj_value,feasibility,elapsed_time,num_iterations
282.3,True,33.54029059410095,25000000
248.0,True,33.09569334983826,25000000
250.3,True,34.51663422584534,25000000
242.0,True,30.81791114807129,25000000
309.0,True,32.475730657577515,25000000
223.3,True,31.814597129821777,25000000
215.3,True,31.19320774078369,25000000
303.3,True,33.39362096786499,25000000
282.0,True,31.540483474731445,25000000
250.0,True,31.99123525619507,25000000
223.0,True,32.656343936920166,25000000
295.0,True,33.6076545715332,25000000
256.0,True,31.610451459884644,25000000
250.3,True,32.25203824043274,25000000
277.0,True,37.38117480278015,25000000
255.3,True,31.264832258224487,25000000
215.3,True,31.647666692733765,25000000
250.3,True,33.49808645248413,25000000
231.3,False,33.32422494888306,25000000
200.0,False,32.07107734680176,25000000
282.0,True,33.78297567367554,25000000
210.3,False,32.22438049316406,25000000
269.0,True,34.03015351295471,25000000
224.0,False,31.904640436172485,25000000
247.0,True,32.92890501022339,25000000
248.0,True,33.80078864097595,25000000
271.0,False,44.092944622039795,25000000
255.3,True,46.26448154449463,25000000
277.0,True,38.11182880401611,25000000
242.0,True,32.0433087348938,25000000
274.0,True,33.61071181297302,25000000
215.0,True,37.24250268936157,25000000
271.3,True,35.23504877090454,25000000
288.0,True,37.23560690879822,25000000
250.3,True,35.738527059555054,25000000
242.3,True,34.9946186542511,25000000
242.3,True,36.237165451049805,25000000
255.3,True,34.764907360076904,25000000
200.0,False,36.36961007118225,25000000
242.0,True,36.614102602005005,25000000
242.3,True,38.36427617073059,25000000
242.3,True,36.85026741027832,25000000
250.3,True,35.00912570953369,25000000
256.0,True,37.37381720542908,25000000
269.0,True,33.86083388328552,25000000
234.3,False,31.831221342086792,25000000
223.3,True,32.43074631690979,25000000
256.0,True,33.20974326133728,25000000
215.3,True,33.946542501449585,25000000
215.0,True,33.20111298561096,25000000
215.3,True,33.09108853340149,25000000
256.0,True,32.29708480834961,25000000
223.0,True,32.826382875442505,25000000
242.3,True,32.06373643875122,25000000
215.0,True,34.2211754322052,25000000
277.0,True,28.883113622665405,25000000
255.0,True,32.24669098854065,25000000
271.3,True,33.133970737457275,25000000
210.3,False,32.85075926780701,25000000
287.0,True,25.55195689201355,25000000
242.3,True,33.39187431335449,25000000
250.3,True,32.183146476745605,25000000
295.3,False,31.562448978424072,25000000
215.0,True,33.561874866485596,25000000
205.0,False,33.22055459022522,25000000
288.0,True,32.522233724594116,25000000
248.0,True,32.14202165603638,25000000
255.3,True,34.57327461242676,25000000
248.0,True,32.84721088409424,25000000
242.3,True,32.39687466621399,25000000
210.3,False,31.842239141464233,25000000
274.0,True,32.969878911972046,25000000
274.0,True,33.49654698371887,25000000
223.0,True,32.51317644119263,25000000
223.0,True,32.880722761154175,25000000
215.0,True,32.643086671829224,25000000
221.0,False,32.863829135894775,25000000
250.3,True,31.560022830963135,25000000
242.3,True,32.90800714492798,25000000
274.3,False,32.026450395584106,25000000
250.0,False,31.91413140296936,25000000
231.3,False,31.800394535064697,25000000
242.3,True,32.66668748855591,25000000
250.3,False,31.894818544387817,25000000
223.0,True,32.75819516181946,25000000
215.0,True,37.4107928276062,25000000
231.3,False,36.82592964172363,25000000
282.3,True,37.44480586051941,25000000
223.3,True,34.65426540374756,25000000
242.3,True,32.57214069366455,25000000
256.0,True,33.83204364776611,25000000
242.0,True,34.00508785247803,25000000
242.0,True,33.218234062194824,25000000
250.0,True,34.107797145843506,25000000
255.0,True,44.99290180206299,25000000
303.3,True,38.067867040634155,25000000
