number_of_time_periods,lower_bounds,upper_bounds,best_solution,time_used,number_of_benders_iterations,number_of_runs,commitment_schedule,turning_on_schedule,turning_off_schedule,termination_reason
3,"[-inf, 116.0, 140.64285714285714, 151.575, 154.89642857142857, 154.89642857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 191.8]",191.8,3.0477230548858643,6,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 151.575, 154.7892857142857, 163.29642857142858, 163.4714285714286, 163.54285714285714, 163.54285714285714, 163.54285714285714, 163.54285714285714]","[215.0, 215.0, 215.0, 215.0, 195.3, 195.3, 195.3, 195.3, 195.3, 195.3, 191.8]",191.8,6.990488290786743,11,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 151.575, 154.89642857142857, 163.36785714285713, 163.36785714285713, 163.36785714285713, 163.36785714285713, 163.36785714285713, 163.36785714285713, 163.4714285714286, 163.57857142857142, 163.57857142857142, 163.57857142857142, 163.57857142857142, 163.57857142857142, 163.57857142857142]","[215.0, 215.0, 215.0, 215.0, 195.3, 195.3, 193.5, 193.5, 193.5, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,28.79590654373169,18,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master Problem DADK Failed
3,"[-inf, 116.0, 144.64, 147.90785714285715, 147.96142857142857, 154.89642857142857, 154.89642857142857, 155.1642857142857, 160.72017857142856, 162.39285714285714, 162.39285714285714, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5]",193.5,44.59531760215759,17,1000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Master Problem DADK Failed
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 154.7892857142857, 155.00357142857143, 155.27142857142857, 161.74357142857144, 161.74357142857144]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 193.0, 193.0, 191.8]",191.8,5.238633394241333,9,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 151.575, 151.95, 155.16428571428574, 155.325, 155.325, 163.30892857142857, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.3089285714286, 163.57857142857142, 163.57857142857142]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 203.05, 203.05, 203.05, 203.05, 196.5, 196.5, 193.0, 193.0, 193.0, 191.8]",191.8,19.047584772109985,17,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 151.575, 155.00357142857143, 155.27142857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 191.8]",191.8,3.061281204223633,6,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 151.575, 155.00357142857143, 158.96142857142857, 161.21142857142857, 161.21142857142857, 162.29354207436398, 162.37466307277626, 162.37466307277626, 162.37466307277626, 162.37466307277626, 162.37466307277626, 162.37466307277626, 162.37466307277626]","[215.0, 215.0, 215.0, 215.0, 193.5, 193.5, 193.5, 193.5, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 191.8]",191.8,13.808041334152222,16,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 147.96142857142857, 154.89642857142857, 155.1642857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 191.8]",191.8,3.0176894664764404,6,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 151.575, 155.00357142857143, 159.71142857142857, 161.56857142857143, 161.74357142857144, 161.7882142857143, 161.7882142857143, 161.7882142857143, 161.7882142857143, 161.7882142857143, 161.7882142857143, 163.54285714285714, 163.54285714285714, 163.54285714285714]","[215.0, 215.0, 215.0, 215.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,22.19239902496338,17,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Stagnation Limit Reached
3,"[-inf, 116.0, 144.64, 151.575, 151.95, 155.16428571428574, 155.16428571428574, 155.325, 155.325, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 203.05, 203.05, 203.05, 196.5, 196.5, 196.5, 196.5, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,50.53047966957092,20,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master Problem DADK Failed
3,"[-inf, 116.0, 144.64, 151.575, 154.89642857142857, 154.89642857142857, 155.00357142857143, 155.325, 155.325, 156.6725, 160.6436090225564, 162.2415221674877, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 212.5, 200.55, 200.55, 200.55, 200.55, 196.5, 196.5, 196.5]",196.5,34.04303026199341,16,1000,"{1: {1: 1, 2: 0, 3: 1}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master Problem DADK Failed
3,"[-inf, 116.0, 144.64, 151.575, 154.89642857142857]","[215.0, 215.0, 215.0, 215.0, 191.8]",191.8,2.3516743183135986,5,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 151.575, 151.95, 155.16428571428574, 155.27142857142857, 155.325, 155.325, 156.6725, 161.88035714285715]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 212.5, 206.5, 191.8]",191.8,8.131826639175415,11,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 147.96142857142857, 154.89642857142857, 154.89642857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 191.8]",191.8,3.0175716876983643,6,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 151.575, 151.95, 155.27142857142857, 159.40535714285716, 160.31836734693877, 162.18016983016986, 162.18016983016986, 162.18016983016986, 162.18016983016986]","[215.0, 215.0, 215.0, 215.0, 215.0, 200.55, 193.0, 193.0, 193.0, 193.0, 193.0, 191.8]",191.8,8.561503410339355,12,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 151.575, 154.89642857142857, 155.1642857142857, 160.70071428571427, 160.70071428571427, 161.89285714285714, 161.89285714285714, 161.89285714285714, 161.89285714285714, 162.0, 162.0, 162.0, 162.39285714285714, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 193.5, 193.5, 193.5, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,35.76543474197388,21,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Stagnation Limit Reached
3,"[-inf, 116.0, 144.64, 151.575, 154.89642857142857, 155.1642857142857, 163.4714285714286, 163.4714285714286]","[215.0, 215.0, 215.0, 215.0, 215.0, 195.3, 193.5, 191.8]",191.8,4.438775062561035,8,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 151.575, 151.95, 155.16428571428574, 155.16428571428574, 155.27142857142857, 155.325, 158.96857142857144, 158.96857142857144, 161.4013963480129, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 203.5, 203.5, 200.55, 200.55, 200.55, 200.55, 200.55, 200.55, 200.55, 200.55, 200.55, 200.55, 200.55, 200.0, 193.0]",193.0,61.67029333114624,23,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master Problem DADK Failed
3,"[-inf, 116.0, 144.64, 147.96142857142857, 154.89642857142857, 154.89642857142857, 160.48404761904763, 160.96142857142857, 161.2007142857143, 163.30892857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 205.5, 205.5, 205.5, 203.05, 191.8]",191.8,7.285260438919067,10,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 151.575, 154.89642857142857]","[215.0, 215.0, 215.0, 215.0, 191.8]",191.8,2.5240702629089355,5,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 140.64285714285714, 148.14285714285714, 153.2892857142857, 153.6642857142857, 159.60071428571428, 159.60071428571428, 161.6007142857143, 164.6142857142857, 164.6142857142857, 164.6142857142857, 164.6142857142857, 164.6142857142857, 164.6142857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 191.8]",191.8,15.423855066299438,15,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 140.64285714285714, 151.575, 154.89642857142857]","[215.0, 215.0, 215.0, 215.0, 191.8]",191.8,2.5708742141723633,5,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 151.575, 154.89642857142857, 155.1642857142857, 162.39285714285714]","[215.0, 215.0, 215.0, 215.0, 215.0, 200.0, 191.8]",191.8,3.806445360183716,7,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 151.575, 151.95, 157.17932330827068, 159.40535714285716, 159.96726708074533, 161.15426501035196, 162.03031968031968, 162.03031968031968, 162.1801698301698, 162.4578020784861, 162.53462603878117, 162.57815591610606, 162.57815591610606, 162.57815591610606, 162.57815591610606, 162.57815591610606]","[215.0, 215.0, 215.0, 215.0, 200.55, 200.55, 193.5, 193.5, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,51.80601930618286,19,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master Problem DADK Failed
3,"[-inf, 116.0, 144.64, 147.90785714285715, 154.62857142857143, 155.00357142857143, 155.16428571428574]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 191.8]",191.8,3.761028528213501,7,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 151.575, 154.89642857142857, 161.14000000000001, 161.14000000000001, 161.618760757315]","[215.0, 215.0, 215.0, 215.0, 196.5, 196.5, 196.5, 191.8]",191.8,4.538828611373901,8,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 144.64, 146.69714285714286, 150.01857142857142, 157.4114285714286, 157.515, 161.74357142857144, 161.7630357142857, 161.7630357142857, 161.7882142857143, 162.2781968031968, 162.2781968031968, 162.2781968031968, 162.2781968031968, 162.2781968031968, 162.2781968031968, 162.2781968031968]","[215.0, 215.0, 215.0, 215.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,21.66825270652771,18,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Stagnation Limit Reached
3,"[-inf, 116.0, 132.36363636363637, 147.07142857142856, 154.7892857142857, 155.00357142857143, 162.21785714285716, 162.39285714285714, 162.39285714285714, 162.39285714285714, 162.39285714285714]","[215.0, 215.0, 215.0, 215.0, 215.0, 200.0, 200.0, 200.0, 200.0, 200.0, 191.8]",191.8,7.965127468109131,11,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 140.64285714285714, 144.07142857142856, 155.00357142857143, 155.27142857142857, 155.27142857142857, 163.54285714285714, 163.54285714285714, 163.54285714285714, 163.54285714285714, 163.57857142857142, 163.57857142857142, 163.57857142857142, 163.57857142857142, 163.57857142857142, 163.57857142857142, 163.57857142857142, 163.57857142857142, 163.57857142857142, 163.57857142857142]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 195.3, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,59.02601671218872,21,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Master Problem DADK Failed
3,"[-inf, 116.0, 144.64, 151.575, 154.89642857142857, 154.89642857142857, 155.00357142857143, 162.2892857142857, 162.3167701863354, 162.3167701863354, 162.3167701863354, 162.3167701863354, 162.3167701863354, 162.3167701863354, 162.3167701863354, 162.3167701863354, 162.3167701863354, 162.3167701863354, 162.57815591610606, 163.57857142857142, 163.57857142857142]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 200.0, 200.0, 193.5, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0]",193.0,41.54800987243652,21,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 1}}",Stagnation Limit Reached
3,"[-inf, 116.0, 144.64, 151.575, 154.89642857142857, 160.48404761904763, 160.70071428571427, 162.39285714285714, 162.39285714285714, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857, 163.30892857142857]","[215.0, 215.0, 215.0, 215.0, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5, 193.5]",193.5,28.404793739318848,17,1000,"{1: {1: 1, 2: 1, 3: 0}, 2: {1: 1, 2: 1, 3: 0}, 3: {1: 1, 2: 1, 3: 0}}","{1: {1: 1, 2: 1, 3: 0}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 0, 3: 0}}",Stagnation Limit Reached
3,"[-inf, 116.0, 144.64, 151.575, 151.95, 155.27142857142857]","[215.0, 215.0, 215.0, 215.0, 215.0, 191.8]",191.8,3.0505945682525635,6,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
3,"[-inf, 116.0, 140.64285714285714, 151.575, 155.00357142857143, 155.00357142857143, 155.00357142857143, 155.325, 155.325, 156.64107142857142, 161.7630357142857, 161.7630357142857, 161.7630357142857, 162.1801698301698, 162.1801698301698, 162.2781968031968, 162.2781968031968, 162.2781968031968]","[215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 215.0, 207.55, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 193.0, 191.8]",191.8,29.6149582862854,18,1000,"{1: {1: 1, 2: 0, 3: 0}, 2: {1: 1, 2: 1, 3: 1}, 3: {1: 1, 2: 0, 3: 1}}","{1: {1: 1, 2: 0, 3: 0}, 2: {1: 0, 2: 1, 3: 1}, 3: {1: 0, 2: 0, 3: 0}}","{1: {1: 0, 2: 0, 3: 1}, 2: {1: 0, 2: 0, 3: 0}, 3: {1: 0, 2: 1, 3: 0}}",Known Optimal Solution Found for 3-Period Case
